,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
10,3,3,0.0,11200,7,7,3,3.5,7,3.5,0.5440680443502757,0.7560923664134666,3,0.9727189625036077,5,1,1965,1965,1.2097915475808234,0.9938231854706513,0.9013728305733234,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.8118962921805785,906,1.008789213181133,0,134,1040,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1040,0,0,1040,1,0,1,0,3,1,0.7736103604433672,5,1.013862119118048,0,0.9480673434968409,0.7411578401898276,1965.0,0.7603888530823646,1,384,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,0,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,2,2008,0.9584384834985059,0.9683896829793187
11,4,3,0.0,11924,7,7,4,3.5,7,3.5,0.5440680443502757,1.748112606818039,3,1.1610124673959046,9,1,2005,2006,1.2097915475808234,0.9938231854706513,0.8327110385359875,1.4679519649033907,103.68526170798899,2.030502615962048,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,1.3011948043848354,998,1.008789213181133,0,177,1175,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1182,1142,0,2324,1,0,3,0,4,1,1.8160098289368747,11,1.013862119118048,2,0.9480673434968409,1.4080812222282344,2005.0,1.3268356378006463,3,736,1.0092342322053793,1.0115851166802203,1.0304706033091076,147,21,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,7,2006,1.5196971072384964,1.5050295829623785
12,3,3,0.0,12968,7,7,5,3.5,7,3.5,0.5440680443502757,0.7560923664134666,3,0.9727189625036077,5,0,1962,1962,1.2097915475808234,0.9938231854706513,0.9013728305733234,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.89305770607269,737,1.008789213181133,0,175,912,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,912,0,0,912,1,0,1,0,2,1,0.7736103604433672,4,1.013862119118048,0,0.9480673434968409,0.7411578401898276,1962.0,0.7603888530823646,1,352,1.0092342322053793,1.0115851166802203,1.0304706033091076,140,0,0,0,176,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,9,2008,0.9584384834985059,0.9683896829793187
13,3,3,0.0,10652,7,7,4,3.5,7,3.5,0.5440680443502757,1.0942099534498255,3,0.9727189625036077,7,1,2006,2007,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.4679519649033907,103.68526170798899,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,1494,1494,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1494,0,0,1494,0,0,2,0,3,1,1.1724221855092622,7,1.013862119118048,1,0.9480673434968409,1.074564382737556,2006.0,1.1168888679613043,3,840,1.0092342322053793,1.0115851166802203,1.0304706033091076,160,33,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,8,2007,1.5196971072384964,1.5050295829623785
14,3,3,0.0,10920,7,7,4,3.5,7,3.5,0.5440680443502757,0.8061359493132229,3,0.9727189625036077,6,1,1960,1960,1.2097915475808234,0.9938231854706513,0.8258964713191288,1.1313869052363548,103.68526170798899,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.8262915501396416,733,1.008789213181133,0,520,1253,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,1253,0,0,1253,1,0,1,1,2,1,0.7736103604433672,5,1.013862119118048,1,0.924703620408425,1.074564382737556,1960.0,1.1168888679613043,1,352,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,213,176,0,0,0,0.9973908134322019,0.7759141438565689,1.0004752538286583,0,5,2008,0.9584384834985059,0.9683896829793187
15,1,2,0.0,6120,7,7,3,3.5,7,3.5,0.5440680443502757,0.6899913031735287,3,0.6088286088199469,7,0,1929,2001,0.9478378436248188,0.9938231854706513,0.8282149855002685,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,0.7312082738088806,0.778017288074308,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,832,832,1.0060799923542767,1.1878897223295897,1.029103908880242,0.6754150226325022,854,0,0,854,0,0,1,0,2,1,0.7736103604433672,5,1.013862119118048,0,0.9480673434968409,0.7411578401898276,1991.0,0.7603888530823646,2,576,1.0092342322053793,1.0115851166802203,1.0304706033091076,48,112,0,0,0,0,0.9973908134322019,0.9889800735978997,1.0004752538286583,0,7,2007,0.9584384834985059,0.9683896829793187
16,3,3,0.0,11241,7,7,4,3.5,7,3.5,0.5440680443502757,0.8061359493132229,3,0.9727189625036077,6,0,1970,1970,0.9478378436248188,0.9938231854706513,0.8282149855002685,1.1313869052363548,103.68526170798899,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.89305770607269,578,1.008789213181133,0,426,1004,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1004,0,0,1004,1,0,1,0,2,1,0.7736103604433672,5,1.013862119118048,1,1.1370889287206782,1.074564382737556,1970.0,1.3268356378006463,2,480,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,0,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,700,3,2010,0.9584384834985059,0.9683896829793187
17,2,3,0.0,10791,7,7,3,3.5,7,3.5,0.5440680443502757,0.7560923664134666,3,0.9727189625036077,4,1,1967,1967,0.9478378436248188,0.9938231854706513,0.8258964713191288,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,0.5934386210062108,1.5210875633353251,0.9641913762741758,1.0,0.9148694924363973,0,1.008789213181133,0,0,0,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,1296,0,0,1296,0,0,2,0,2,2,0.7736103604433672,6,1.013862119118048,0,0.9480673434968409,0.6077900965109596,1967.0,0.7603888530823646,2,516,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,0,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,500,10,2006,0.9584384834985059,0.9683896829793187
18,3,3,0.0,13695,7,7,3,3.5,7,3.5,0.5440680443502757,1.0311439502266588,3,0.9727189625036077,5,1,2004,2004,0.9478378436248188,0.9938231854706513,1.1813590990208676,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,1.2449090938831395,0.778017288074308,1.0149867736409819,1.0,1.3011948043848354,646,1.008789213181133,0,468,1114,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1114,0,0,1114,1,0,1,1,3,1,1.1724221855092622,6,1.013862119118048,0,0.9480673434968409,0.7411578401898276,2004.0,0.7603888530823646,2,576,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,102,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2008,0.9584384834985059,0.9683896829793187
19,3,3,0.0,7560,7,7,3,3.5,7,3.5,0.5440680443502757,0.8061359493132229,3,0.9727189625036077,5,0,1958,1965,1.2097915475808234,0.9938231854706513,1.0754571847836907,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.8393306376035904,504,1.008789213181133,0,525,1029,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,1339,0,0,1339,0,0,1,0,3,1,0.7736103604433672,6,0.80911185198907,0,0.9480673434968409,1.074564382737556,1958.0,0.7603888530823646,1,294,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,0,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,5,2009,0.7957788201950762,0.809891970043861
20,4,3,0.0,14215,7,7,4,3.5,7,3.5,0.5440680443502757,1.748112606818039,3,1.1610124673959046,8,1,2005,2006,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.1313869052363548,103.68526170798899,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,1158,1158,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1158,1218,0,2376,0,0,3,1,4,1,1.1724221855092622,9,1.013862119118048,1,0.9480673434968409,1.4080812222282344,2005.0,1.1168888679613043,3,853,1.0092342322053793,1.0115851166802203,1.0304706033091076,240,154,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,11,2006,1.5196971072384964,1.5050295829623785
21,1,2,0.0,7449,7,4,3,3,7,3.5,0.5440680443502757,0.5534110212516591,3,0.6088286088199469,7,0,1930,1950,0.9478378436248188,0.9938231854706513,0.8282149855002685,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,1.2449090938831395,0.778017288074308,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,637,637,1.0060799923542767,1.1878897223295897,1.029103908880242,0.5951510762158928,1108,0,0,1108,0,0,1,0,3,1,1.1724221855092622,6,1.013862119118048,1,0.9480673434968409,1.074564382737556,1930.0,0.7603888530823646,1,280,1.0092342322053793,1.0115851166802203,0.6358520993411112,0,0,205,0,0,0,0.9973908134322019,0.9889800735978997,1.0004752538286583,0,6,2007,0.9584384834985059,0.9683896829793187
22,3,3,0.0,9742,7,7,3,3.5,7,3.5,0.5440680443502757,1.0942099534498255,3,0.9727189625036077,8,1,2002,2002,1.2097915475808234,0.9938231854706513,1.1813590990208676,1.1313869052363548,103.68526170798899,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,1777,1777,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1795,0,0,1795,0,0,2,0,3,1,1.1724221855092622,7,1.013862119118048,1,0.9480673434968409,1.074564382737556,2002.0,1.1168888679613043,2,534,1.0092342322053793,1.0115851166802203,1.0304706033091076,171,159,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,9,2008,0.9584384834985059,0.9683896829793187
23,3,2,0.0,4224,7,7,3,3.5,7,3.5,0.5440680443502757,0.5448586059974191,3,0.9727189625036077,5,0,1976,1976,0.9478378436248188,0.9938231854706513,1.2806164285916308,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,1.3011948043848354,840,1.008789213181133,0,200,1040,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,1060,0,0,1060,1,0,1,0,3,1,0.7736103604433672,6,1.013862119118048,1,1.1370889287206782,1.074564382737556,1976.0,0.7603888530823646,2,572,1.0092342322053793,1.0115851166802203,1.0304706033091076,100,110,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2007,0.9584384834985059,0.9683896829793187
24,3,3,0.0,8246,7,7,4,3.5,7,3.5,0.5440680443502757,0.7560923664134666,3,0.9727189625036077,5,0,1968,2001,0.9478378436248188,0.9938231854706513,0.9724807464582694,0.8675503295608331,103.68526170798899,0.7978131736052377,0.9335421848275682,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.8118962921805785,188,1.1604063538819727,668,204,1060,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1060,0,0,1060,1,0,1,0,3,1,1.1724221855092622,6,1.013862119118048,1,1.1370889287206782,1.074564382737556,1968.0,0.7603888530823646,1,270,1.0092342322053793,1.0115851166802203,1.0304706033091076,406,90,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,5,2010,0.9584384834985059,0.9683896829793187
25,3,3,0.0,14230,7,7,3,3.5,7,3.5,0.5440680443502757,1.748112606818039,3,0.9727189625036077,8,1,2007,2007,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.4679519649033907,103.68526170798899,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,1566,1566,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1600,0,0,1600,0,0,2,0,3,1,1.1724221855092622,7,1.013862119118048,1,0.9480673434968409,1.074564382737556,2007.0,1.1168888679613043,3,890,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,56,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,7,2009,0.9584384834985059,0.9683896829793187
26,3,3,0.0,7200,7,7,3,3.5,7,3.5,0.5440680443502757,0.8061359493132229,3,0.9727189625036077,5,0,1951,2000,0.9478378436248188,0.9938231854706513,0.8282149855002685,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.8262915501396416,234,0.911541231075681,486,180,900,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,900,0,0,900,0,1,1,0,3,1,1.1724221855092622,5,1.013862119118048,0,0.9480673434968409,0.7411578401898276,2005.0,0.7603888530823646,2,576,1.0092342322053793,1.0115851166802203,1.0304706033091076,222,32,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,5,2010,0.9584384834985059,0.9683896829793187
27,3,3,0.0,11478,7,7,3,3.5,7,3.5,0.5440680443502757,1.748112606818039,3,0.9727189625036077,8,1,2007,2008,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.4679519649033907,103.68526170798899,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,1.3011948043848354,1218,1.008789213181133,0,486,1704,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1704,0,0,1704,1,0,2,0,3,1,1.1724221855092622,7,1.013862119118048,1,0.9480673434968409,1.074564382737556,2008.0,1.1168888679613043,3,772,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,50,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,5,2010,0.9584384834985059,0.9683896829793187
28,3,3,0.0,16321,7,7,4,3.5,7,3.5,0.5440680443502757,0.8061359493132229,3,0.9727189625036077,5,0,1957,1997,0.9478378436248188,0.9938231854706513,0.8258964713191288,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.8262915501396416,1277,1.008789213181133,0,207,1484,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,1600,0,0,1600,1,0,1,0,2,1,0.7736103604433672,6,1.013862119118048,2,0.9480673434968409,1.074564382737556,1957.0,1.1168888679613043,1,319,1.0092342322053793,1.0115851166802203,1.0304706033091076,288,258,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,12,2006,0.9584384834985059,0.9683896829793187
29,1,2,0.0,6324,7,7,4,3.5,7,3.5,0.5440680443502757,0.6899913031735287,2,0.9727189625036077,4,0,1927,1950,0.9478378436248188,0.9938231854706513,0.8258964713191288,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,0.7312082738088806,0.778017288074308,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,520,520,1.0060799923542767,0.6849362739730058,0.5818227829312599,1.0325525239526936,520,0,0,520,0,0,1,0,1,1,0.5834872172310255,4,1.013862119118048,0,0.9480673434968409,0.7411578401898276,1920.0,0.7603888530823646,1,240,0.6830230894644236,1.0115851166802203,1.0304706033091076,49,0,87,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,5,2008,0.9584384834985059,0.9683896829793187
30,3,3,0.0,8500,7,6,3,3.5,7,3.5,0.5440680443502757,0.5534110212516591,3,1.1610124673959046,4,0,1920,1950,0.8230605053002708,0.9938231854706513,1.0754571847836907,0.8675503295608331,103.68526170798899,0.7978131736052377,0.5670708860408352,0.7312082738088806,0.778017288074308,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,649,649,1.0060799923542767,0.7868778197467668,0.5818227829312599,1.0325525239526936,649,668,0,1317,0,0,1,0,3,1,0.7736103604433672,6,1.013862119118048,0,0.9480673434968409,0.7411578401898276,1920.0,0.7603888530823646,1,250,1.0092342322053793,0.6337235833930577,0.6358520993411112,0,54,172,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,7,2008,0.9584384834985059,0.9683896829793187
31,3,3,0.0,8544,7,7,4,3.5,7,3.5,0.5440680443502757,0.7560923664134666,3,0.9727189625036077,5,0,1966,2006,0.9478378436248188,0.9938231854706513,0.9013728305733234,0.8675503295608331,103.68526170798899,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,1228,1228,1.0060799923542767,0.867001075232271,1.029103908880242,1.0325525239526936,1228,0,0,1228,0,0,1,1,3,1,1.1724221855092622,6,1.013862119118048,0,0.9480673434968409,1.074564382737556,1966.0,0.7603888530823646,1,271,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,65,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2008,0.9584384834985059,0.9683896829793187
32,3,3,0.0,11049,7,7,3,3.5,7,3.5,0.5440680443502757,1.0942099534498255,3,0.9727189625036077,8,1,2007,2007,0.9478378436248188,0.9938231854706513,1.1813590990208676,0.8675503295608331,103.68526170798899,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,0.9148694924363973,0,1.008789213181133,0,1234,1234,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1234,0,0,1234,0,0,2,0,3,1,1.1724221855092622,7,1.013862119118048,0,0.9480673434968409,1.074564382737556,2007.0,1.1168888679613043,2,484,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,30,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,1,2008,0.9584384834985059,0.9683896829793187
