,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
10,3,2,0.0,5858,7,7,4,3.5,7,4,0.5440680443502757,7,3,0.9727189625036077,7,1,1999,1999,0.9478378436248188,0.9938231854706513,0.8258964713191288,0.8675503295608331,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,1.3011948043848354,0.835175775045872,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1337,0,0,1337,2,0,2,1,1.1724221855092622,5,1.013862119118048,1,0.924703620408425,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,203,68,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,0.9584384834985059,0.9683896829793187
11,160,2,0.0,1680,7,7,3,3.5,7,3.5,0.5440680443502757,2,3,1.1610124673959046,6,1,1971,1971,0.9478378436248188,0.9938231854706513,0.9013728305733234,1.1313869052363548,100.70914127423822,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.8118962921805785,1.008789213181133,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,483,504,0,987,1,1,2,1,0.7736103604433672,5,1.013862119118048,0,0.9480673434968409,0.7411578401898276,0.7603888530823646,1.0092342322053793,1.0115851166802203,1.0304706033091076,275,0,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,2,2010,0.7957788201950762,0.9683896829793187
12,160,2,0.0,1680,7,7,3,3.5,7,3.5,0.5440680443502757,2,3,1.1610124673959046,5,1,1971,1971,0.9478378436248188,0.9938231854706513,0.9013728305733234,1.1313869052363548,100.70914127423822,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.8118962921805785,1.008789213181133,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,525,567,0,1092,1,1,3,1,0.7736103604433672,6,1.013862119118048,0,0.9480673434968409,0.7411578401898276,0.7603888530823646,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,0,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,3,2010,0.9584384834985059,0.9683896829793187
13,160,3,0.0,2280,7,7,3,3.5,7,4,0.5440680443502757,3,3,1.1610124673959046,6,0,1975,1975,0.9478378436248188,0.9938231854706513,0.9724807464582694,0.8675503295608331,100.70914127423822,0.7978131736052377,1.0172102574831825,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.89305770607269,1.008789213181133,1.0060799923542767,0.7868778197467668,1.029103908880242,1.0325525239526936,855,601,0,1456,2,1,3,1,1.1724221855092622,6,1.013862119118048,1,1.1370889287206782,1.074564382737556,0.7603888530823646,1.0092342322053793,1.0115851166802203,1.0304706033091076,173,0,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,0.9584384834985059,0.9683896829793187
14,3,3,0.0,2280,7,7,3,3.5,7,4,0.5440680443502757,3,3,0.9727189625036077,7,0,1975,1975,0.9478378436248188,0.9938231854706513,0.9724807464582694,0.8675503295608331,100.70914127423822,0.7978131736052377,1.0172102574831825,0.8280163845577415,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,836,0,0,836,1,0,2,1,0.7736103604433672,4,1.013862119118048,0,0.9480673434968409,1.074564382737556,0.7603888530823646,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,30,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,0.9584384834985059,0.9683896829793187
15,4,3,0.0,12858,7,7,4,3.5,7,3.5,0.5440680443502757,7,3,1.1610124673959046,9,1,2009,2010,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.4679519649033907,100.70914127423822,2.030502615962048,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1627,707,0,2334,2,1,3,1,1.8160098289368747,10,1.013862119118048,1,0.9480673434968409,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,144,133,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,1,2010,1.5196971072384964,1.5050295829623785
16,3,3,0.0,12883,7,7,4,3.5,7,3.5,0.5440680443502757,7,3,0.9727189625036077,8,1,2009,2010,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.4679519649033907,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1544,0,0,1544,2,0,3,1,1.1724221855092622,7,1.013862119118048,0,0.9480673434968409,1.074564382737556,1.1168888679613043,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,35,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,1.5196971072384964,1.5050295829623785
17,3,3,0.0,11520,7,7,3,3.5,7,3.5,0.5440680443502757,7,3,0.9727189625036077,9,1,2005,2005,1.2097915475808234,0.9938231854706513,1.1813590990208676,1.1313869052363548,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1698,0,0,1698,2,0,3,1,1.8160098289368747,7,1.013862119118048,1,0.9480673434968409,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,192,74,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,0.9584384834985059,0.9683896829793187
18,3,3,0.0,14122,7,7,4,3.5,7,3.5,0.5440680443502757,7,3,0.9727189625036077,8,1,2005,2006,1.2097915475808234,0.9938231854706513,1.2806164285916308,1.1313869052363548,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1822,0,0,1822,2,0,3,1,1.8160098289368747,8,1.013862119118048,1,0.9480673434968409,1.074564382737556,1.1168888679613043,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,119,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,2,2010,0.9584384834985059,0.9683896829793187
19,3,3,0.0,14300,7,7,3,4.5,7,3.5,0.6020599913279624,7,3,0.9727189625036077,9,1,2003,2004,1.2097915475808234,0.9938231854706513,1.1813590990208676,1.1313869052363548,100.70914127423822,2.030502615962048,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,2696,0,0,2696,2,1,3,1,1.8160098289368747,10,1.013862119118048,2,0.9480673434968409,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,220,150,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,0.9584384834985059,0.9683896829793187
20,4,3,0.0,13650,7,7,3,3.5,7,3.5,0.5440680443502757,7,3,1.1610124673959046,8,1,2002,2002,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.1313869052363548,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1687,563,0,2250,2,1,3,1,1.1724221855092622,7,1.013862119118048,1,1.8666276128561627,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,238,130,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,0.9584384834985059,0.9683896829793187
21,3,3,0.0,7132,7,7,4,3.5,7,3.5,0.5440680443502757,7,3,0.9727189625036077,8,1,2006,2006,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.4679519649033907,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1370,0,0,1370,2,0,2,1,1.1724221855092622,6,1.013862119118048,1,0.9480673434968409,1.074564382737556,1.1168888679613043,1.0092342322053793,1.0115851166802203,1.0304706033091076,120,49,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,4,2010,0.9584384834985059,0.9683896829793187
22,3,3,0.0,18494,7,7,4,3.5,7,3.5,0.5440680443502757,7,3,0.9727189625036077,6,1,2005,2005,0.9478378436248188,0.9938231854706513,1.1813590990208676,0.8675503295608331,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1324,0,0,1324,2,0,3,1,1.1724221855092622,6,1.013862119118048,0,0.9480673434968409,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,36,23,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,1,2010,0.9584384834985059,0.9683896829793187
23,3,3,0.0,3203,7,7,3,3.5,7,3.5,0.5440680443502757,4,3,0.9727189625036077,7,1,2006,2006,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.1313869052363548,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1145,0,0,1145,2,0,2,1,1.1724221855092622,6,1.013862119118048,0,0.9480673434968409,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,100,116,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,1,2010,0.9584384834985059,0.9683896829793187
24,80,3,0.0,13300,7,7,4,3.5,7,3.5,0.5440680443502757,7,3,0.921414341724568,7,1,2004,2004,0.9478378436248188,0.9938231854706513,1.1813590990208676,0.8675503295608331,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,744,630,0,1374,2,1,3,1,1.1724221855092622,7,1.013862119118048,1,0.9480673434968409,1.4080812222282344,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,100,0,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,0.9584384834985059,0.9683896829793187
25,4,3,0.0,8577,7,7,4,3.5,7,3.5,0.5440680443502757,7,3,1.1610124673959046,7,1,2004,2004,0.9478378436248188,0.9938231854706513,1.1813590990208676,0.8675503295608331,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,847,886,0,1733,2,1,3,1,1.1724221855092622,7,1.013862119118048,1,0.9480673434968409,1.4080812222282344,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,144,48,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,4,2010,0.9584384834985059,0.9683896829793187
26,4,3,0.0,17433,7,7,5,3.5,7,3.5,0.5440680443502757,7,3,1.1610124673959046,8,1,1998,1998,1.2097915475808234,0.9938231854706513,1.1813590990208676,1.1313869052363548,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1645,830,0,2475,2,1,4,1,1.1724221855092622,7,1.013862119118048,1,1.1370889287206782,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,23,172,0,0,256,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,1,2010,0.9584384834985059,0.9683896829793187
27,3,3,0.0,8987,7,7,3,3.5,7,3.5,0.5440680443502757,5,3,0.9727189625036077,8,1,2005,2006,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.1313869052363548,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1595,0,0,1595,2,0,2,1,1.1724221855092622,6,1.013862119118048,1,0.9480673434968409,1.074564382737556,1.1168888679613043,1.0092342322053793,1.0115851166802203,1.0304706033091076,144,0,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,5,2010,0.9584384834985059,0.9683896829793187
28,3,3,0.0,9215,7,7,3,3.5,7,3.5,0.5440680443502757,5,3,0.9727189625036077,7,1,2009,2010,1.2097915475808234,0.9938231854706513,1.1813590990208676,0.8675503295608331,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1218,0,0,1218,2,0,2,1,1.1724221855092622,4,1.013862119118048,0,0.9480673434968409,1.074564382737556,1.1168888679613043,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,136,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,4,2010,1.5196971072384964,1.5050295829623785
29,3,3,0.0,10440,7,7,3,3.5,7,3.5,0.5440680443502757,5,3,0.9727189625036077,6,1,2005,2005,0.9478378436248188,0.9938231854706513,1.1813590990208676,0.8675503295608331,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1468,0,0,1468,2,0,2,1,1.1724221855092622,6,1.013862119118048,1,0.9480673434968409,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,0,102,0,0,216,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,5,2010,0.9584384834985059,0.9683896829793187
30,4,3,0.0,11920,7,7,3,3.5,7,3.5,0.5440680443502757,4,3,1.1610124673959046,7,1,2004,2004,0.9478378436248188,0.9938231854706513,1.1813590990208676,1.1313869052363548,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,831,828,0,1659,2,1,3,1,1.1724221855092622,8,1.013862119118048,0,0.9480673434968409,1.074564382737556,1.1168888679613043,1.0092342322053793,1.0115851166802203,1.0304706033091076,144,68,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,4,2010,0.9584384834985059,0.9683896829793187
31,1,2,0.0,9800,7,7,3,3.5,7,3.5,0.5440680443502757,4,3,0.9727189625036077,5,1,1920,1950,0.9478378436248188,0.9938231854706513,0.8282149855002685,0.8675503295608331,100.70914127423822,0.7978131736052377,0.5670708860408352,0.7312082738088806,0.778017288074308,1.0149867736409819,1.0,0.9148694924363973,1.008789213181133,1.0060799923542767,0.7868778197467668,0.5818227829312599,0.6754150226325022,1012,0,0,1012,1,0,2,1,0.7736103604433672,5,1.013862119118048,0,0.9480673434968409,0.7411578401898276,0.7603888530823646,1.0092342322053793,1.0115851166802203,1.0304706033091076,121,0,80,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,4,2010,0.9584384834985059,0.9683896829793187
32,3,3,0.0,15410,7,7,4,3.5,7,3.5,0.5440680443502757,7,3,0.9727189625036077,6,0,1974,2002,1.2097915475808234,0.9938231854706513,0.9724807464582694,0.8087392190094501,100.70914127423822,0.7978131736052377,0.9335421848275682,0.8280163845577415,0.778017288074308,1.0149867736409819,1.0,0.8262915501396416,1.000336870240283,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1494,0,0,1494,2,0,3,1,0.7736103604433672,7,1.013862119118048,2,0.924703620408425,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,296,0,186,0,0,0,0.9973908134322019,0.9889800735978997,1.0004752538286583,0,4,2010,0.9584384834985059,0.809891970043861
33,4,3,0.0,13143,7,7,4,3.5,7,3.5,0.5440680443502757,7,3,1.1610124673959046,8,1,1993,1993,0.9478378436248188,0.9938231854706513,0.9013728305733234,1.1313869052363548,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,0.8393306376035904,1.000336870240283,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1251,1098,0,2349,2,1,4,1,1.1724221855092622,9,1.013862119118048,1,1.1370889287206782,1.074564382737556,1.1168888679613043,1.0092342322053793,1.0115851166802203,1.0304706033091076,32,130,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,0.9584384834985059,0.9683896829793187
34,4,3,0.0,11134,7,7,3,3.5,7,3.5,0.5440680443502757,7,3,1.1610124673959046,8,1,1992,1993,0.9478378436248188,0.9938231854706513,0.9013728305733234,1.1313869052363548,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.120313614813686,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1402,823,0,2225,2,1,4,1,1.1724221855092622,7,1.013862119118048,1,1.1370889287206782,1.074564382737556,1.1168888679613043,1.0092342322053793,1.0115851166802203,1.0304706033091076,198,30,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,6,2010,0.9584384834985059,0.9683896829793187
35,3,3,0.0,4835,7,7,4,3.5,7,3.5,0.5440680443502757,5,3,0.9727189625036077,7,1,2004,2005,0.9478378436248188,0.9938231854706513,0.8258964713191288,0.8675503295608331,100.70914127423822,1.2803005701234065,1.0172102574831825,1.2449090938831395,1.5210875633353251,1.0149867736409819,1.0,1.3011948043848354,1.008789213181133,1.0060799923542767,1.1878897223295897,1.029103908880242,1.0325525239526936,1488,0,0,1488,2,0,2,1,1.1724221855092622,6,1.013862119118048,1,0.9480673434968409,1.074564382737556,1.3268356378006463,1.0092342322053793,1.0115851166802203,1.0304706033091076,168,50,0,0,0,0,0.9973908134322019,1.0116663229381453,1.0004752538286583,0,3,2010,0.9584384834985059,0.9683896829793187
